DV_date	QTOT	QGW_fixed	QGW_slide	QGW_locmin
02/11/1985	    3.80	    3.70	    3.70	    3.75
02/12/1985	    3.80	    3.70	    3.80	    3.80
02/13/1985	    3.90	    3.90	    3.80	    3.87
02/14/1985	    4.00	    3.90	    3.90	    3.95
02/15/1985	    4.10	    3.90	    4.00	    4.02
02/16/1985	    4.10	    4.10	    4.10	    4.10
02/17/1985	    4.10	    4.10	    4.10	    4.10
02/18/1985	    4.10	    4.10	    4.10	    4.10
02/19/1985	    4.10	    4.10	    4.10	    4.10
02/20/1985	    4.20	    4.10	    4.10	    4.20
02/21/1985	   13.00	    4.10	    4.20	    4.41
02/22/1985	   18.00	   18.00	   13.00	    4.58
02/23/1985	   22.00	   18.00	   18.00	    4.75
02/24/1985	   20.00	   18.00	    7.60	    4.93
02/25/1985	    7.60	    5.50	    6.40	    5.11
02/26/1985	    6.40	    5.50	    5.50	    5.30
02/27/1985	    5.50	    5.50	    5.50	    5.50
02/28/1985	    5.80	    5.60	    5.50	    5.42
03/01/1985	    6.30	    5.60	    5.60	    5.35
03/02/1985	    5.60	    5.60	    5.20	    5.27
03/03/1985	    5.20	    5.00	    5.20	    5.20
03/04/1985	    5.40	    5.00	    5.00	    5.06
03/05/1985	    5.00	    5.00	    4.80	    4.93
03/06/1985	    4.80	    4.80	    4.80	    4.80
03/07/1985	    5.00	    4.80	    4.80	    4.87
03/08/1985	    6.00	    4.80	    5.00	    4.95
03/09/1985	    9.30	    7.10	    6.00	    5.02
03/10/1985	    7.30	    7.10	    7.10	    5.10
03/11/1985	    7.10	    7.10	    6.40	    5.18
03/12/1985	    6.40	    5.80	    6.10	    5.26
03/13/1985	    6.10	    5.80	    5.80	    5.34
03/14/1985	    5.80	    5.80	    5.50	    5.42
03/15/1985	    5.50	    5.10	    5.50	    5.50
03/16/1985	    5.50	    5.10	    5.10	    5.30
03/17/1985	    5.10	    5.10	    5.10	    5.10
03/18/1985	    5.10	    5.10	    5.10	    5.10
03/19/1985	    5.30	    5.10	    5.10	    5.20
03/20/1985	    5.30	    5.10	    5.30	    5.30
03/21/1985	    5.30	    5.30	    5.30	    5.30
03/22/1985	    5.30	    5.30	    5.30	    5.30
03/23/1985	    5.30	    5.30	    5.30	    5.30
03/24/1985	    5.50	    5.30	    5.30	    5.30
03/25/1985	    5.60	    5.30	    5.30	    5.30
03/26/1985	    5.30	    5.30	    5.30	    5.30
03/27/1985	    5.30	    5.30	    5.30	    5.30
03/28/1985	    6.20	    5.30	    5.30	    5.27
03/29/1985	    5.40	    5.30	    5.20	    5.23
03/30/1985	    5.20	    5.20	    5.20	    5.20
03/31/1985	    5.90	    5.20	    5.20	    5.30
04/01/1985	    6.60	    5.20	    5.80	    5.40
04/02/1985	    5.80	    5.60	    5.60	    5.50
04/03/1985	    5.60	    5.60	    5.60	    5.60
04/04/1985	    7.60	    5.60	    5.60	    6.26
04/05/1985	    7.00	    6.30	    7.00	    7.00
04/06/1985	    8.10	    6.30	    6.30	    6.62
04/07/1985	    6.30	    6.30	    5.80	    6.26
04/08/1985	    5.80	    5.60	    5.60	    5.80
04/09/1985	    5.60	    5.60	    5.60	    5.60
04/10/1985	    5.70	    5.60	    5.60	    5.53
04/11/1985	    5.60	    5.40	    5.40	    5.47
04/12/1985	    5.40	    5.40	    5.40	    5.40
04/13/1985	    5.40	    5.40	    5.40	    5.40
04/14/1985	    5.40	    5.30	    5.40	    5.40
04/15/1985	    5.40	    5.30	    5.30	    5.30
04/16/1985	    5.30	    5.30	    5.10	    5.20
04/17/1985	    5.10	    5.10	    5.10	    5.10
04/18/1985	    5.10	    5.10	    5.10	    5.10
04/19/1985	    5.10	    5.10	    5.10	    5.10
04/20/1985	    5.10	    5.10	    5.10	    5.10
04/21/1985	    5.10	    5.10	    5.10	    5.10
04/22/1985	    5.10	    5.10	    5.10	    5.10
04/23/1985	    5.20	    5.10	    5.10	    5.10
04/24/1985	    5.20	    5.10	    5.10	    5.10
04/25/1985	    5.10	    5.10	    5.10	    5.10
04/26/1985	    5.10	    5.10	    5.10	    5.10
04/27/1985	    5.10	    5.10	    5.10	    5.10
04/28/1985	    5.10	    5.10	    5.10	    5.10
04/29/1985	    5.10	    5.10	    5.10	    5.10
04/30/1985	    5.10	    5.10	    5.10	    5.10
05/01/1985	    5.20	    5.10	    4.90	    4.93
05/02/1985	    4.90	    4.60	    4.60	    4.76
05/03/1985	    4.60	    4.60	    4.60	    4.60
05/04/1985	    4.70	    4.60	    4.60	    4.62
05/05/1985	    4.80	    4.70	    4.70	    4.65
05/06/1985	    4.90	    4.70	    4.70	    4.67
05/07/1985	    4.70	    4.70	    4.70	    4.70
05/08/1985	    4.90	    4.90	    4.70	    4.80
05/09/1985	    4.90	    4.90	    4.90	    4.90
05/10/1985	    4.90	    4.90	    4.90	    4.90
05/11/1985	    4.90	    4.70	    4.90	    4.90
05/12/1985	    5.00	    4.70	    4.70	    4.80
05/13/1985	    4.70	    4.70	    4.70	    4.70
05/14/1985	    5.10	    5.00	    4.70	    4.65
05/15/1985	    5.40	    5.00	    5.00	    4.61
05/16/1985	    5.00	    5.00	    4.90	    4.56
05/17/1985	    4.90	    4.60	    4.80	    4.52
05/18/1985	    4.80	    4.60	    4.60	    4.47
05/19/1985	    4.60	    4.60	    4.50	    4.43
05/20/1985	    4.50	    4.30	    4.40	    4.39
05/21/1985	    4.40	    4.30	    4.30	    4.34
05/22/1985	    4.30	    4.30	    4.30	    4.30
05/23/1985	    4.30	    4.30	    4.30	    4.30
05/24/1985	    4.30	    4.30	    4.30	    4.30
05/25/1985	    4.30	    4.30	    4.30	    4.30
05/26/1985	    4.40	    4.40	    4.30	    4.30
05/27/1985	    4.60	    4.40	    4.40	    4.30
05/28/1985	    4.40	    4.40	    4.30	    4.30
05/29/1985	    4.30	    4.30	    4.30	    4.30
05/30/1985	    4.50	    4.30	    4.30	    4.30
05/31/1985	    4.70	    4.30	    4.50	    4.30
06/01/1985	    4.50	    4.30	    4.30	    4.30
06/02/1985	    4.30	    4.30	    4.30	    4.30
06/03/1985	    4.30	    4.30	    4.30	    4.30
06/04/1985	    4.30	    4.30	    4.30	    4.30
06/05/1985	    4.30	    4.30	    4.30	    4.30
06/06/1985	    4.30	    4.30	    4.20	    4.25
06/07/1985	    4.20	    4.20	    4.20	    4.20
06/08/1985	    4.30	    4.20	    4.20	    4.10
06/09/1985	    4.20	    4.20	    3.90	    4.00
06/10/1985	    3.90	    3.90	    3.90	    3.90
06/11/1985	    3.90	    3.90	    3.90	    3.90
06/12/1985	    3.90	    3.90	    3.90	    3.90
06/13/1985	    3.90	    3.90	    3.90	    3.90
06/14/1985	    3.90	    3.90	    3.90	    3.90
06/15/1985	    4.00	    3.90	    3.90	    3.90
06/16/1985	    3.90	    3.80	    3.90	    3.90
06/17/1985	    3.90	    3.80	    3.80	    3.85
06/18/1985	    3.80	    3.80	    3.80	    3.80
06/19/1985	    3.80	    3.70	    3.70	    3.75
06/20/1985	    3.70	    3.70	    3.70	    3.70
06/21/1985	    3.80	    3.70	    3.70	    3.73
06/22/1985	    4.40	    3.80	    3.80	    3.77
06/23/1985	    3.80	    3.80	    3.80	    3.80
06/24/1985	    3.90	    3.80	    3.60	    3.70
06/25/1985	    3.60	    3.50	    3.50	    3.60
06/26/1985	    3.50	    3.50	    3.50	    3.50
06/27/1985	    3.80	    3.50	    3.50	    3.43
06/28/1985	    4.20	    3.50	    3.80	    3.36
06/29/1985	    3.80	    3.50	    3.50	    3.29
06/30/1985	    3.50	    3.50	    3.20	    3.23
07/01/1985	    3.20	    3.10	    3.10	    3.16
07/02/1985	    3.10	    3.10	    3.10	    3.10
07/03/1985	    3.10	    3.10	    3.10	    3.10
07/04/1985	    3.10	    2.90	    2.90	    3.00
07/05/1985	    2.90	    2.90	    2.90	    2.90
07/06/1985	    2.90	    2.90	    2.90	    2.90
07/07/1985	    2.90	    2.90	    2.90	    2.90
07/08/1985	    2.90	    2.90	    2.90	    2.90
07/09/1985	    3.30	    2.90	    2.90	    3.17
07/10/1985	    3.80	    3.80	    3.30	    3.47
07/11/1985	    3.80	    3.80	    3.80	    3.80
07/12/1985	    3.90	    3.80	    3.80	    3.85
07/13/1985	    3.90	    3.80	    3.90	    3.90
07/14/1985	    3.90	    3.80	    3.80	    3.83
07/15/1985	    3.80	    3.80	    3.70	    3.77
07/16/1985	    3.70	    3.70	    3.70	    3.70
07/17/1985	    3.70	    3.70	    3.70	    3.70
07/18/1985	    3.90	    3.70	    3.70	    3.76
07/19/1985	    4.10	    4.10	    3.90	    3.81
07/20/1985	    4.20	    4.10	    4.10	    3.87
07/21/1985	    4.40	    4.10	    4.20	    3.93
07/22/1985	    4.70	    4.70	    4.40	    3.99
07/23/1985	    4.90	    4.70	    4.70	    4.05
07/24/1985	    5.40	    4.70	    4.90	    4.11
07/25/1985	   81.00	    6.00	    5.40	    4.17
07/26/1985	   10.00	    6.00	    6.00	    4.24
07/27/1985	    6.00	    6.00	    5.30	    4.30
07/28/1985	    5.30	    4.50	    5.00	    4.37
07/29/1985	    5.00	    4.50	    4.50	    4.43
07/30/1985	    4.50	    4.50	    4.50	    4.50
07/31/1985	    4.60	    4.40	    4.50	    4.45
08/01/1985	    4.50	    4.40	    4.40	    4.40
08/02/1985	    4.40	    4.40	    4.30	    4.35
08/03/1985	    4.30	    4.30	    4.30	    4.30
08/04/1985	    4.30	    4.30	    4.30	    4.30
08/05/1985	    4.30	    4.30	    4.30	    4.30
08/06/1985	    4.30	    4.30	    4.30	    4.30
08/07/1985	    4.60	    4.30	    4.30	    4.30
08/08/1985	    4.40	    4.30	    4.30	    4.30
08/09/1985	    4.30	    4.30	    4.30	    4.30
08/10/1985	    4.50	    4.30	    4.30	    4.30
08/11/1985	    4.40	    4.30	    4.30	    4.30
08/12/1985	    4.30	    4.30	    4.30	    4.30
08/13/1985	    4.60	    4.30	    4.30	    4.33
08/14/1985	    4.50	    4.30	    4.40	    4.37
08/15/1985	    4.40	    4.40	    4.40	    4.40
08/16/1985	    4.40	    4.40	    4.40	    4.40
08/17/1985	    4.50	    4.40	    4.40	    4.40
08/18/1985	    4.50	    4.40	    4.40	    4.40
08/19/1985	    4.40	    4.40	    4.40	    4.40
08/20/1985	    4.40	    4.40	    4.40	    4.40
08/21/1985	    4.40	    4.40	    4.40	    4.40
08/22/1985	    4.40	    4.40	    4.40	    4.40
08/23/1985	    4.40	    4.40	    4.40	    4.40
08/24/1985	    4.50	    4.50	    4.40	    4.45
08/25/1985	    5.50	    4.50	    4.50	    4.50
08/26/1985	    5.20	    4.50	    4.60	    4.55
08/27/1985	    4.60	    4.60	    4.60	    4.60
08/28/1985	    4.60	    4.60	    4.60	    4.60
08/29/1985	    4.90	    4.60	    4.60	    4.60
08/30/1985	    5.10	    4.60	    4.90	    4.60
08/31/1985	    5.10	    4.60	    4.60	    4.60
09/01/1985	    4.60	    4.60	    4.60	    4.60
09/02/1985	    4.60	    4.30	    4.30	    4.45
09/03/1985	    4.30	    4.30	    4.30	    4.30
09/04/1985	    4.30	    4.30	    4.30	    4.30
09/05/1985	    8.50	    4.80	    4.30	    4.46
09/06/1985	    5.20	    4.80	    4.80	    4.63
09/07/1985	    4.80	    4.80	    4.80	    4.80
09/08/1985	    4.90	    4.90	    4.80	    4.77
09/09/1985	   26.00	    4.90	    4.90	    4.73
09/10/1985	    6.50	    4.90	    5.20	    4.70
09/11/1985	    5.20	    4.60	    4.90	    4.67
09/12/1985	    4.90	    4.60	    4.60	    4.63
09/13/1985	    4.60	    4.60	    4.60	    4.60
09/14/1985	    4.60	    4.60	    4.60	    4.60
09/15/1985	    4.60	    4.60	    4.60	    4.60
09/16/1985	    4.60	    4.60	    4.60	    4.60
09/17/1985	    4.60	    4.60	    4.60	    4.60
09/18/1985	    4.60	    4.60	    4.60	    4.60
09/19/1985	    4.60	    4.60	    4.40	    4.50
09/20/1985	    4.40	    4.40	    4.40	    4.40
09/21/1985	    4.40	    4.40	    4.40	    4.40
09/22/1985	    4.90	    4.40	    4.40	    4.52
09/23/1985	    6.50	    4.90	    4.90	    4.64
09/24/1985	    5.20	    4.90	    4.90	    4.77
09/25/1985	    4.90	    4.90	    4.90	    4.90
09/26/1985	    5.40	    4.80	    4.90	    4.87
09/27/1985	    5.00	    4.80	    4.80	    4.83
09/28/1985	    4.80	    4.80	    4.80	    4.80
09/29/1985	    4.90	    1.90	    4.80	    3.52
09/30/1985	    5.60	    1.90	    1.90	    2.59
10/01/1989	    1.90	    1.90	    1.90	    1.90
10/02/1989	    2.20	    2.20	    1.90	    2.02
10/03/1989	    2.30	    2.20	    2.20	    2.16
10/04/1989	    2.30	    2.20	    2.30	    2.30
10/05/1989	    2.70	    2.50	    2.30	    2.40
10/06/1989	    2.50	    2.50	    2.50	    2.50
10/07/1989	    2.50	    2.50	    2.50	    2.50
10/08/1989	    2.50	    2.30	    2.30	    2.40
10/09/1989	    2.30	    2.30	    2.30	    2.30
10/10/1989	    2.60	    2.30	    2.30	    2.40
10/11/1989	    2.50	    2.50	    2.50	    2.50
10/12/1989	    2.60	    2.50	    2.50	    2.57
10/13/1989	    2.70	    2.50	    2.60	    2.65
10/14/1989	    2.80	    2.80	    2.70	    2.72
10/15/1989	    2.80	    2.80	    2.80	    2.80
10/16/1989	    4.70	    2.80	    2.80	    2.96
10/17/1989	    3.60	    3.30	    3.30	    3.12
10/18/1989	    3.30	    3.30	    3.30	    3.30
10/19/1989	    3.60	    3.30	    3.30	    3.32
10/20/1989	    4.20	    3.70	    3.60	    3.33
10/21/1989	    4.90	    3.70	    3.70	    3.35
10/22/1989	    3.70	    3.70	    3.50	    3.37
10/23/1989	    3.50	    3.40	    3.40	    3.38
10/24/1989	    3.40	    3.40	    3.40	    3.40
10/25/1989	    3.40	    3.40	    3.40	    3.40
10/26/1989	    3.40	    3.40	    3.40	    3.40
10/27/1989	    3.40	    3.40	    3.40	    3.40
10/28/1989	    3.40	    3.40	    3.40	    3.40
10/29/1989	    3.40	    3.40	    3.40	    3.40
10/30/1989	    3.50	    3.40	    3.40	    3.36
10/31/1989	    3.80	    3.40	    3.50	    3.32
11/01/1989	    3.60	    3.20	    3.30	    3.28
11/02/1989	    3.30	    3.20	    3.20	    3.24
11/03/1989	    3.20	    3.20	    3.20	    3.20
11/04/1989	    3.30	    3.10	    3.20	    3.17
11/05/1989	    3.20	    3.10	    3.10	    3.13
11/06/1989	    3.10	    3.10	    3.10	    3.10
11/07/1989	    3.20	    2.90	    3.10	    3.03
11/08/1989	    3.10	    2.90	    2.90	    2.97
11/09/1989	    2.90	    2.90	    2.90	    2.90
11/10/1989	    2.90	    2.70	    2.80	    2.83
11/11/1989	    2.80	    2.70	    2.70	    2.77
11/12/1989	    2.70	    2.70	    2.70	    2.70
11/13/1989	    2.70	    2.50	    2.60	    2.62
11/14/1989	    2.60	    2.50	    2.50	    2.55
11/15/1989	    2.50	    2.50	    2.40	    2.47
11/16/1989	    2.40	    2.40	    2.40	    2.40
11/17/1989	    2.40	    2.40	    2.40	    2.40
11/18/1989	    2.40	    2.40	    2.40	    2.40
11/19/1989	    2.40	    2.40	    2.40	    2.40
11/20/1989	    2.60	    2.40	    2.40	    2.50
11/21/1989	    2.70	    2.40	    2.60	    2.60
11/22/1989	    2.70	    2.70	    2.70	    2.70
11/23/1989	    2.70	    2.70	    2.70	    2.70
11/24/1989	    2.70	    2.70	    2.60	    2.63
11/25/1989	    2.60	    2.50	    2.50	    2.56
11/26/1989	    2.50	    2.50	    2.50	    2.50
11/27/1989	    2.70	    2.50	    2.50	    2.52
11/28/1989	    3.10	    2.70	    2.70	    2.54
11/29/1989	    2.80	    2.70	    2.70	    2.56
11/30/1989	    2.70	    2.70	    2.60	    2.58
12/01/1989	    2.60	    2.50	    2.60	    2.60
12/02/1989	    2.60	    2.50	    2.50	    2.55
12/03/1989	    2.50	    2.50	    2.50	    2.50
12/04/1989	    2.50	    2.40	    2.40	    2.45
12/05/1989	    2.40	    2.40	    2.40	    2.40
12/06/1989	    2.40	    2.40	    2.30	    2.33
12/07/1989	    2.30	    2.20	    2.20	    2.26
12/08/1989	    2.20	    2.20	    2.20	    2.20
12/09/1989	    2.20	    2.20	    2.20	    2.20
12/10/1989	    2.20	    2.20	    2.20	    2.20
12/11/1989	    2.20	    2.20	    2.20	    2.20
12/12/1989	    2.30	    2.20	    2.20	    2.20
12/13/1989	    2.20	    2.10	    2.20	    2.20
12/14/1989	    2.20	    2.10	    2.10	    2.15
12/15/1989	    2.10	    2.10	    2.10	    2.10
12/16/1989	    2.10	    2.00	    2.10	    2.10
12/17/1989	    2.10	    2.00	    2.00	    2.05
12/18/1989	    2.00	    2.00	    2.00	    2.00
12/19/1989	    2.00	    1.90	    1.90	    1.95
12/20/1989	    1.90	    1.90	    1.90	    1.90
12/21/1989	    1.90	    1.90	    1.80	    1.85
12/22/1989	    1.80	    1.70	    1.80	    1.80
12/23/1989	    1.80	    1.70	    1.70	    1.75
12/24/1989	    1.70	    1.70	    1.70	    1.70
12/25/1989	    1.70	    1.70	    1.70	    1.70
12/26/1989	    1.80	    1.70	    1.70	    1.75
12/27/1989	    1.80	    1.70	    1.80	    1.80
12/28/1989	    1.90	    1.90	    1.80	    1.85
12/29/1989	    1.90	    1.90	    1.90	    1.90
12/30/1989	    1.90	    1.90	    1.90	    1.90
12/31/1989	    1.90	    1.90	    1.90	    1.90
01/01/1990	    1.90	    1.90	    1.90	    1.90
01/02/1990	    2.10	    1.90	    1.90	    1.99
01/03/1990	    2.20	    2.20	    2.10	    2.09
01/04/1990	    2.50	    2.20	    2.20	    2.19
01/05/1990	    2.30	    2.20	    2.30	    2.30
01/06/1990	    2.30	    2.30	    2.30	    2.30
01/07/1990	    2.30	    2.30	    2.30	    2.30
01/08/1990	    2.40	    2.30	    2.30	    2.33
01/09/1990	    2.60	    2.60	    2.40	    2.36
01/10/1990	    2.80	    2.60	    2.60	    2.40
01/11/1990	    2.70	    2.60	    2.60	    2.43
01/12/1990	    2.60	    2.50	    2.50	    2.47
01/13/1990	    2.50	    2.50	    2.50	    2.50
01/14/1990	    2.60	    2.50	    2.50	    2.49
01/15/1990	    2.70	    2.70	    2.60	    2.48
01/16/1990	    3.20	    2.70	    2.70	    2.47
01/17/1990	   16.00	    2.70	    3.20	    2.46
01/18/1990	    3.70	    2.70	    2.80	    2.44
01/19/1990	    2.80	    2.70	    2.70	    2.43
01/20/1990	    2.70	    2.70	    2.50	    2.42
01/21/1990	    2.50	    2.40	    2.40	    2.41
01/22/1990	    2.40	    2.40	    2.40	    2.40
01/23/1990	    2.40	    2.40	    2.40	    2.40
01/24/1990	    6.40	    2.50	    2.40	    2.43
01/25/1990	    3.20	    2.50	    2.50	    2.47
01/26/1990	    2.50	    2.50	    2.50	    2.50
01/27/1990	    2.50	    2.40	    2.40	    2.45
01/28/1990	    2.40	    2.40	    2.40	    2.40
01/29/1990	    2.40	    2.40	    2.40	    2.40
01/30/1990	    2.50	    2.50	    2.40	    2.45
01/31/1990	    2.50	    2.50	    2.50	    2.50
02/01/1990	    2.70	    2.50	    2.50	    2.47
02/02/1990	    2.60	    2.40	    2.50	    2.45
02/03/1990	    2.50	    2.40	    2.40	    2.42
02/04/1990	    2.40	    2.40	    2.40	    2.40
02/05/1990	    4.20	    3.10	    2.40	    2.73
02/06/1990	    3.10	    3.10	    3.10	    3.10
02/07/1990	    3.30	    3.10	    3.10	    2.99
02/08/1990	    5.40	    2.70	    3.30	    2.89
02/09/1990	    3.50	    2.70	    2.70	    2.79
02/10/1990	    2.70	    2.70	    2.70	    2.70
02/11/1990	    2.70	    2.60	    2.60	    2.65
02/12/1990	    2.60	    2.60	    2.60	    2.60
02/13/1990	    2.70	    2.60	    2.40	    2.50
02/14/1990	    2.40	    2.40	    2.40	    2.40
02/15/1990	    2.40	    2.40	    2.40	    2.40
02/16/1990	    2.40	    2.40	    2.40	    2.40
02/17/1990	    2.50	    2.40	    2.40	    2.40
02/18/1990	    2.40	    2.40	    2.40	    2.40
02/19/1990	    2.40	    2.40	    2.40	    2.40
02/20/1990	    2.40	    2.30	    2.30	    2.35
02/21/1990	    2.30	    2.30	    2.30	    2.30
02/22/1990	    2.30	    2.30	    2.30	    2.30
02/23/1990	    2.50	    2.50	    2.30	    2.32
02/24/1990	    2.70	    2.50	    2.50	    2.35
02/25/1990	    2.70	    2.50	    2.40	    2.37
02/26/1990	    2.40	    2.40	    2.40	    2.40
02/27/1990	    2.40	    2.40	    2.40	    2.40
